0.002167,0.004335,0.008319,0.015313,0.027037,0.045791,0.074389,0.115919,0.173267,0.248425,0.341659,0.450727,0.570383,0.692408,0.806340,0.900879,0.965734,0.993525,0.981252,0.930938,0.849278,0.746374,0.633894,0.523124,0.423345,0.340831,0.278555,0.236499,0.212359,0.202404,0.202284,0.207690,0.214800,0.220555,0.222776,0.220178,0.212310,0.199430,0.182343,0.162216,0.140385,0.118174,0.096758,0.077054,0.059684,0.044963,0.032946,0.023479,0.016274,0.010972
0.002141,0.004284,0.008221,0.015132,0.026717,0.045249,0.073509,0.114547,0.171214,0.245477,0.337598,0.445357,0.563561,0.684077,0.796548,0.889777,0.953556,0.980531,0.967660,0.916843,0.834577,0.730713,0.616644,0.503400,0.400065,0.312811,0.244630,0.195663,0.163904,0.146038,0.138225,0.136704,0.138190,0.140080,0.140526,0.138400,0.133219,0.125029,0.114269,0.101636,0.087950,0.074032,0.060614,0.048271,0.037388,0.028167,0.020639,0.014708,0.010195,0.006873
0.001879,0.003759,0.007213,0.013277,0.023442,0.039701,0.064496,0.100502,0.150220,0.215375,0.296196,0.390733,0.494425,0.600131,0.698753,0.780453,0.836252,0.859667,0.847990,0.802835,0.729843,0.637587,0.535993,0.434676,0.341561,0.262048,0.198792,0.151997,0.120042,0.100214,0.089379,0.084495,0.082932,0.082627,0.082113,0.080476,0.077273,0.072435,0.066162,0.058831,0.050902,0.042845,0.035078,0.027935,0.021637,0.016300,0.011944,0.008512,0.005900,0.003977
0.001464,0.002928,0.005619,0.010343,0.018262,0.030928,0.050244,0.078293,0.117025,0.167781,0.230741,0.304383,0.385154,0.467485,0.544287,0.607887,0.651280,0.669402,0.660123,0.624677,0.567429,0.495025,0.415166,0.335310,0.261610,0.198267,0.147362,0.109092,0.082262,0.064848,0.054522,0.049036,0.046462,0.045295,0.044466,0.043298,0.041439,0.038781,0.035395,0.031461,0.027216,0.022906,0.018753,0.014934,0.011567,0.008714,0.006385,0.004550,0.003154,0.002126
0.001012,0.002025,0.003887,0.007154,0.012632,0.021393,0.034753,0.054155,0.080945,0.116053,0.159600,0.210536,0.266401,0.323342,0.376454,0.420425,0.450407,0.462890,0.456393,0.431759,0.391994,0.341682,0.286134,0.230497,0.179017,0.134597,0.098683,0.071427,0.052030,0.039134,0.031176,0.026654,0.024286,0.023076,0.022318,0.021557,0.020546,0.019188,0.017495,0.015544,0.013443,0.011313,0.009262,0.007375,0.005713,0.004304,0.003153,0.002247,0.001558,0.001050
0.000622,0.001244,0.002387,0.004394,0.007758,0.013138,0.021344,0.033259,0.049712,0.071273,0.098018,0.129299,0.163607,0.198575,0.231188,0.258186,0.276586,0.284232,0.280211,0.265036,0.240549,0.209559,0.175322,0.140994,0.109180,0.081661,0.059326,0.042277,0.030035,0.021779,0.016570,0.013506,0.011820,0.010919,0.010379,0.009931,0.009418,0.008774,0.007990,0.007095,0.006135,0.005162,0.004226,0.003365,0.002606,0.001963,0.001439,0.001025,0.000711,0.000479
0.000339,0.000678,0.001302,0.002396,0.004230,0.007164,0.011639,0.018136,0.027108,0.038865,0.053449,0.070506,0.089213,0.108280,0.126063,0.140782,0.150811,0.154973,0.152769,0.144478,0.131101,0.114170,0.095457,0.076682,0.059263,0.044171,0.031892,0.022485,0.015691,0.011069,0.008114,0.006340,0.005338,0.004790,0.004470,0.004232,0.003991,0.003707,0.003372,0.002992,0.002586,0.002176,0.001781,0.001418,0.001098,0.000827,0.000606,0.000432,0.000299,0.000202
0.000164,0.000328,0.000630,0.001160,0.002048,0.003469,0.005635,0.008781,0.013125,0.018817,0.025878,0.034136,0.043194,0.052425,0.061034,0.068160,0.073014,0.075027,0.073956,0.069936,0.063452,0.055244,0.046170,0.037061,0.028605,0.021270,0.015293,0.010703,0.007375,0.005099,0.003631,0.002739,0.002227,0.001943,0.001780,0.001667,0.001563,0.001447,0.001314,0.001166,0.001007,0.000847,0.000693,0.000552,0.000428,0.000322,0.000236,0.000168,0.000117,0.000079
0.000071,0.000141,0.000271,0.000499,0.000880,0.001491,0.002422,0.003775,0.005642,0.008089,0.011125,0.014675,0.018568,0.022537,0.026237,0.029300,0.031387,0.032251,0.031790,0.030060,0.027271,0.023739,0.019834,0.015913,0.012271,0.009110,0.006532,0.004548,0.003107,0.002117,0.001475,0.001082,0.000854,0.000727,0.000654,0.000606,0.000565,0.000522,0.000473,0.000419,0.000362,0.000305,0.000249,0.000199,0.000154,0.000116,0.000085,0.000061,0.000042,0.000028
0.000027,0.000054,0.000103,0.000190,0.000336,0.000569,0.000925,0.001441,0.002154,0.003088,0.004246,0.005601,0.007087,0.008602,0.010015,0.011184,0.011980,0.012310,0.012133,0.011473,0.010407,0.009059,0.007567,0.006069,0.004677,0.003469,0.002482,0.001723,0.001170,0.000789,0.000541,0.000389,0.000300,0.000250,0.000222,0.000204,0.000189,0.000174,0.000157,0.000139,0.000120,0.000101,0.000083,0.000066,0.000051,0.000038,0.000028,0.000020,0.000014,0.000009
0.000009,0.000018,0.000035,0.000065,0.000114,0.000193,0.000313,0.000488,0.000730,0.001046,0.001439,0.001898,0.002402,0.002915,0.003394,0.003790,0.004060,0.004172,0.004112,0.003888,0.003527,0.003069,0.002564,0.002056,0.001584,0.001174,0.000839,0.000581,0.000393,0.000263,0.000179,0.000127,0.000096,0.000079,0.000069,0.000063,0.000058,0.000053,0.000048,0.000043,0.000037,0.000031,0.000025,0.000020,0.000016,0.000012,0.000009,0.000006,0.000004,0.000003
0.000003,0.000005,0.000011,0.000019,0.000034,0.000058,0.000094,0.000147,0.000220,0.000315,0.000433,0.000571,0.000723,0.000877,0.001021,0.001140,0.001222,0.001255,0.001237,0.001170,0.001061,0.000924,0.000771,0.000618,0.000476,0.000353,0.000252,0.000174,0.000118,0.000079,0.000053,0.000037,0.000028,0.000023,0.000020,0.000018,0.000017,0.000015,0.000014,0.000012,0.000010,0.000009,0.000007,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001
0.000001,0.000001,0.000003,0.000005,0.000009,0.000016,0.000025,0.000039,0.000059,0.000084,0.000116,0.000153,0.000193,0.000234,0.000273,0.000305,0.000326,0.000335,0.000331,0.000313,0.000284,0.000247,0.000206,0.000165,0.000127,0.000094,0.000067,0.000047,0.000031,0.000021,0.000014,0.000010,0.000007,0.000006,0.000005,0.000005,0.000004,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000
